Host Country,Year,Age,Primary %,Secondary %,Tertiary %,COB
Lithuania,'12,25 to 54,0,61.3,36.4,Extra-EU-28
Lithuania,'12,25 to 54,0,60.8,36.6,Foreign country
Lithuania,'12,25 to 54,6.2,57.2,36.6,Reporting country
Lithuania,'12,25 to 54,6,57.4,36.6,Total
Lithuania,'12,30 to 34,11.2,40.6,48.2,Reporting country
Lithuania,'12,30 to 34,11,40.4,48.6,Total
Lithuania,'13,25 to 54,0,63.2,33.1,Extra-EU-28
Lithuania,'13,25 to 54,0,63.1,33.5,Foreign country
Lithuania,'13,25 to 54,6.5,55.4,38.1,Reporting country
Lithuania,'13,25 to 54,6.4,55.6,38,Total
Lithuania,'13,30 to 34,10.3,38.6,51,Reporting country
Lithuania,'13,30 to 34,10.1,38.6,51.3,Total
Lithuania,'14,25 to 54,0,57.4,36.9,Extra-EU-28
Lithuania,'14,25 to 54,0,57.7,37,Foreign country
Lithuania,'14,25 to 54,6.9,53.5,39.6,Reporting country
Lithuania,'14,25 to 54,6.9,53.7,39.5,Total
Lithuania,'14,30 to 34,9.5,37,53.5,Reporting country
Lithuania,'14,30 to 34,9.5,37.1,53.3,Total
Lithuania,'15,25 to 54,0,55.2,37.4,Extra-EU-28
Lithuania,'15,25 to 54,0,55.9,36.7,Foreign country
Lithuania,'15,25 to 54,6.8,51.3,41.9,Reporting country
Lithuania,'15,25 to 54,6.8,51.5,41.7,Total
Lithuania,'15,30 to 34,8.5,33.9,57.6,Reporting country
Lithuania,'15,30 to 34,8.7,33.8,57.6,Total
Lithuania,'16,25 to 54,0,54.9,39.6,Extra-EU-28
Lithuania,'16,25 to 54,0,54.3,40,Foreign country
Lithuania,'16,25 to 54,5.7,51.4,42.9,Reporting country
Lithuania,'16,25 to 54,5.7,51.5,42.8,Total
Lithuania,'16,30 to 34,6.4,35.4,58.2,Reporting country
Lithuania,'16,30 to 34,6.4,34.9,58.7,Total
Latvia,'06,25 to 54,0,63.9,0,EU-28
Latvia,'06,25 to 54,6.3,67.8,25.9,Extra-EU-28
Latvia,'06,25 to 54,6.9,67.5,25.6,Foreign country
Latvia,'06,25 to 54,13.5,65.2,21.3,Reporting country
Latvia,'06,30 to 34,0,64.2,0,Extra-EU-28
Latvia,'06,30 to 34,0,64.2,30.9,Foreign country
Latvia,'06,30 to 34,19.8,61.5,18.8,Reporting country
Latvia,'07,25 to 54,12,53.4,34.5,EU-28
Latvia,'07,25 to 54,7.6,69.9,22.5,Extra-EU-28
Latvia,'07,25 to 54,7.9,68.6,23.4,Foreign country
Latvia,'07,25 to 54,13.6,63.1,23.3,Reporting country
Latvia,'07,30 to 34,16.4,56,27.6,Extra-EU-28
Latvia,'07,30 to 34,16.8,54.9,28.3,Foreign country
Latvia,'07,30 to 34,18.3,56.1,25.6,Reporting country
Latvia,'08,25 to 54,19.5,53.2,27.3,EU-28
Latvia,'08,25 to 54,7.5,68,24.5,Extra-EU-28
Latvia,'08,25 to 54,8.4,66.9,24.7,Foreign country
Latvia,'08,25 to 54,12.7,61.4,25.9,Reporting country
Latvia,'08,30 to 34,22.5,60.1,17.3,Extra-EU-28
Latvia,'08,30 to 34,27.2,58.1,14.7,Foreign country
Latvia,'08,30 to 34,20,52.9,27,Reporting country
Latvia,'09,25 to 54,0,64.7,21.3,EU-28
Latvia,'09,25 to 54,6.3,68.4,25.3,Extra-EU-28
Latvia,'09,25 to 54,7,68.1,24.9,Foreign country
Latvia,'09,25 to 54,12.4,60.4,27.2,Reporting country
Latvia,'09,30 to 34,0,55.6,0,Extra-EU-28
Latvia,'09,30 to 34,0,58.7,0,Foreign country
Latvia,'09,30 to 34,20.6,48.5,30.9,Reporting country
Latvia,'10,25 to 54,0,59.1,0,EU-28
Latvia,'10,25 to 54,5.6,66.9,27.5,Extra-EU-28
Latvia,'10,25 to 54,6.8,66.1,27.1,Foreign country
Latvia,'10,25 to 54,10.8,60.7,28.5,Reporting country
Latvia,'10,25 to 54,10.4,61.3,28.3,Total
Latvia,'10,30 to 34,0,62.1,0,Extra-EU-28
Latvia,'10,30 to 34,0,53.9,0,Foreign country
Latvia,'10,30 to 34,17.7,49.5,32.8,Reporting country
Latvia,'10,30 to 34,17.7,49.6,32.6,Total
Latvia,'11,25 to 54,0,57.8,24.6,EU-28
Latvia,'11,25 to 54,5.9,62.2,31.9,Extra-EU-28
Latvia,'11,25 to 54,7,61.8,31.3,Foreign country
Latvia,'11,25 to 54,11.8,58.6,29.6,Reporting country
Latvia,'11,25 to 54,11.3,59,29.7,Total
Latvia,'11,30 to 34,0,43.6,39.1,Extra-EU-28
Latvia,'11,30 to 34,0,45.9,37.2,Foreign country
Latvia,'11,30 to 34,19.1,45.1,35.8,Reporting country
Latvia,'11,30 to 34,19,45.1,35.9,Total
Latvia,'12,25 to 54,0,52.2,29.2,EU-28
Latvia,'12,25 to 54,4.9,65.9,29.2,Extra-EU-28
Latvia,'12,25 to 54,6.1,64.7,29.2,Foreign country
Latvia,'12,25 to 54,10.9,57.5,31.6,Reporting country
Latvia,'12,25 to 54,10.4,58.2,31.4,Total
Latvia,'12,30 to 34,0,56.4,0,Extra-EU-28
Latvia,'12,30 to 34,0,53.4,31.7,Foreign country
Latvia,'12,30 to 34,16.3,46.2,37.5,Reporting country
Latvia,'12,30 to 34,16.2,46.6,37.2,Total
Latvia,'13,25 to 54,0,59.4,30.6,EU-28
Latvia,'13,25 to 54,4,65.9,30,Extra-EU-28
Latvia,'13,25 to 54,4.7,65.2,30.1,Foreign country
Latvia,'13,25 to 54,10.9,55.9,33.2,Reporting country
Latvia,'13,25 to 54,10.3,56.8,32.9,Total
Latvia,'13,30 to 34,0,49.9,42.6,Extra-EU-28
Latvia,'13,30 to 34,0,47.1,45,Foreign country
Latvia,'13,30 to 34,13.1,46.4,40.5,Reporting country
Latvia,'13,30 to 34,12.8,46.5,40.7,Total
Latvia,'14,25 to 54,0,60.9,34.4,EU-28
Latvia,'14,25 to 54,5,67.2,27.7,Extra-EU-28
Latvia,'14,25 to 54,5,66.6,28.3,Foreign country
Latvia,'14,25 to 54,11.1,56,32.9,Reporting country
Latvia,'14,25 to 54,10.5,56.9,32.5,Total
Latvia,'14,30 to 34,0,49.5,42.2,Extra-EU-28
Latvia,'14,30 to 34,0,51.7,40.3,Foreign country
Latvia,'14,30 to 34,15.3,44.8,39.9,Reporting country
Latvia,'14,30 to 34,15,45.1,39.9,Total
Latvia,'15,25 to 54,0,56.4,40,EU-28
Latvia,'15,25 to 54,5.9,58.6,35.5,Extra-EU-28
Latvia,'15,25 to 54,5.6,58.3,36.1,Foreign country
Latvia,'15,25 to 54,10.7,55.7,33.6,Reporting country
Latvia,'15,25 to 54,10.3,55.9,33.8,Total
Latvia,'15,30 to 34,0,40.9,48,Extra-EU-28
Latvia,'15,30 to 34,0,35.2,54.6,Foreign country
Latvia,'15,30 to 34,12.2,47,40.8,Reporting country
Latvia,'15,30 to 34,12.2,46.5,41.3,Total
Latvia,'16,25 to 54,0,46.5,50.1,EU-28
Latvia,'16,25 to 54,4.8,60.5,34.7,Extra-EU-28
Latvia,'16,25 to 54,4.6,58.6,36.8,Foreign country
Latvia,'16,25 to 54,10.1,54.5,35.4,Reporting country
Latvia,'16,25 to 54,9.7,54.8,35.5,Total
Latvia,'16,30 to 34,0,31.8,62.7,Extra-EU-28
Latvia,'16,30 to 34,0,30.9,62.4,Foreign country
Latvia,'16,30 to 34,12.9,45.1,42,Reporting country
Latvia,'16,30 to 34,12.6,44.6,42.8,Total
Italy,'06,25 to 54,31.9,51.8,16.3,EU-28
Italy,'06,25 to 54,51.2,36.6,12.2,Extra-EU-28
Italy,'06,25 to 54,45.6,41,13.4,Foreign country
Italy,'06,25 to 54,43.1,42.7,14.1,Reporting country
Italy,'06,30 to 34,31.9,50.1,17.9,EU-28
Italy,'06,30 to 34,50.3,37.3,12.4,Extra-EU-28
Italy,'06,30 to 34,44.4,41.4,14.1,Foreign country
Italy,'06,30 to 34,34.8,47.1,18.1,Reporting country
Italy,'07,25 to 54,30.9,53.4,15.7,EU-28
Italy,'07,25 to 54,50.6,37.5,11.9,Extra-EU-28
Italy,'07,25 to 54,44.9,42.1,13,Foreign country
Italy,'07,25 to 54,42.4,42.7,14.9,Reporting country
Italy,'07,30 to 34,27.6,55.4,17,EU-28
Italy,'07,30 to 34,49.9,38.8,11.3,Extra-EU-28
Italy,'07,30 to 34,43.1,43.9,13,Foreign country
Italy,'07,30 to 34,33.6,47,19.4,Reporting country
Italy,'08,25 to 54,30.1,55.5,14.3,EU-28
Italy,'08,25 to 54,50.8,36.4,12.8,Extra-EU-28
Italy,'08,25 to 54,44.2,42.5,13.3,Foreign country
Italy,'08,25 to 54,41.3,42.8,15.9,Reporting country
Italy,'08,30 to 34,28.2,55.5,16.3,EU-28
Italy,'08,30 to 34,50.6,37.7,11.7,Extra-EU-28
Italy,'08,30 to 34,42.9,43.8,13.3,Foreign country
Italy,'08,30 to 34,31.9,48,20.1,Reporting country
Italy,'09,25 to 54,31,56.5,12.5,EU-28
Italy,'09,25 to 54,49.5,37.8,12.7,Extra-EU-28
Italy,'09,25 to 54,43.4,44,12.6,Foreign country
Italy,'09,25 to 54,40.4,43.4,16.1,Reporting country
Italy,'09,30 to 34,30.3,56.7,13,EU-28
Italy,'09,30 to 34,48.6,38.6,12.8,Extra-EU-28
Italy,'09,30 to 34,41.7,45.4,12.9,Foreign country
Italy,'09,30 to 34,30.6,49.4,20,Reporting country
Italy,'10,25 to 54,30.9,56.1,13.1,EU-28
Italy,'10,25 to 54,50,38,12,Extra-EU-28
Italy,'10,25 to 54,43.5,44.1,12.4,Foreign country
Italy,'10,25 to 54,39.5,44,16.6,Reporting country
Italy,'10,25 to 54,40,44,16,Total
Italy,'10,30 to 34,31.3,54.6,14,EU-28
Italy,'10,30 to 34,49.3,38.8,11.9,Extra-EU-28
Italy,'10,30 to 34,42.5,44.8,12.7,Foreign country
Italy,'10,30 to 34,28.9,49.8,21.3,Reporting country
Italy,'10,30 to 34,31.1,49,19.9,Total
Italy,'11,25 to 54,31.9,56,12.1,EU-28
Italy,'11,25 to 54,50.2,38.1,11.7,Extra-EU-28
Italy,'11,25 to 54,44.1,44.1,11.8,Foreign country
Italy,'11,25 to 54,38.7,44.5,16.8,Reporting country
Italy,'11,25 to 54,39.4,44.4,16.2,Total
Italy,'11,30 to 34,31.2,55.2,13.6,EU-28
Italy,'11,30 to 34,51.6,36.7,11.8,Extra-EU-28
Italy,'11,30 to 34,44,43.6,12.5,Foreign country
Italy,'11,30 to 34,28.2,49.8,22,Reporting country
Italy,'11,30 to 34,30.9,48.7,20.4,Total
Italy,'12,25 to 54,32.3,55.4,12.2,EU-28
Italy,'12,25 to 54,49.9,38,12.1,Extra-EU-28
Italy,'12,25 to 54,44.2,43.6,12.1,Foreign country
Italy,'12,25 to 54,37.5,44.7,17.9,Reporting country
Italy,'12,25 to 54,38.4,44.5,17.1,Total
Italy,'12,30 to 34,29.2,57.9,12.9,EU-28
Italy,'12,30 to 34,53.9,35.5,10.6,Extra-EU-28
Italy,'12,30 to 34,45.3,43.2,11.4,Foreign country
Italy,'12,30 to 34,26.8,49.1,24.1,Reporting country
Italy,'12,30 to 34,30.1,48,21.9,Total
Italy,'13,25 to 54,32.4,55.2,12.4,EU-28
Italy,'13,25 to 54,50.6,37.5,11.9,Extra-EU-28
Italy,'13,25 to 54,44.7,43.2,12,Foreign country
Italy,'13,25 to 54,36.5,44.9,18.6,Reporting country
Italy,'13,25 to 54,37.7,44.6,17.6,Total
Italy,'13,30 to 34,30.8,55.7,13.4,EU-28
Italy,'13,30 to 34,53.7,36.1,10.2,Extra-EU-28
Italy,'13,30 to 34,45.7,43,11.3,Foreign country
Italy,'13,30 to 34,25.5,49.3,25.2,Reporting country
Italy,'13,30 to 34,29.4,48.1,22.5,Total
Italy,'14,25 to 54,31.9,55.1,13,EU-28
Italy,'14,25 to 54,50.6,37.3,12.1,Extra-EU-28
Italy,'14,25 to 54,44.5,43.1,12.4,Foreign country
Italy,'14,25 to 54,35.4,45.3,19.3,Reporting country
Italy,'14,25 to 54,36.8,44.9,18.3,Total
Italy,'14,30 to 34,28.5,56.5,15,EU-28
Italy,'14,30 to 34,54.2,34.2,11.6,Extra-EU-28
Italy,'14,30 to 34,45,42.1,12.8,Foreign country
Italy,'14,30 to 34,24.4,48.9,26.7,Reporting country
Italy,'14,30 to 34,28.6,47.5,23.9,Total
Italy,'15,25 to 54,31.3,55.4,13.4,EU-28
Italy,'15,25 to 54,51,35.5,13.5,Extra-EU-28
Italy,'15,25 to 54,44.6,41.9,13.4,Foreign country
Italy,'15,25 to 54,34.7,45.1,20.2,Reporting country
Italy,'15,25 to 54,36.3,44.6,19.1,Total
Italy,'15,30 to 34,28.9,56.4,14.8,EU-28
Italy,'15,30 to 34,52.8,33,14.2,Extra-EU-28
Italy,'15,30 to 34,44.8,40.8,14.4,Foreign country
Italy,'15,30 to 34,23.9,47.9,28.1,Reporting country
Italy,'15,30 to 34,28.2,46.5,25.3,Total
Italy,'16,25 to 54,33.4,53.7,12.9,EU-28
Italy,'16,25 to 54,53.3,34,12.6,Extra-EU-28
Italy,'16,25 to 54,47,40.3,12.7,Foreign country
Italy,'16,25 to 54,34.1,45.2,20.7,Reporting country
Italy,'16,25 to 54,36.2,44.4,19.4,Total
Italy,'16,30 to 34,34.6,52.2,13.2,EU-28
Italy,'16,30 to 34,56,30.5,13.5,Extra-EU-28
Italy,'16,30 to 34,49.3,37.3,13.4,Foreign country
Italy,'16,30 to 34,23.4,47.1,29.5,Reporting country
Italy,'16,30 to 34,28.8,45.1,26.2,Total
Ireland,'06,25 to 54,21.8,36,42.3,EU-28
Ireland,'06,25 to 54,11.6,27.4,61,Extra-EU-28
Ireland,'06,25 to 54,19.1,33.6,47.3,Foreign country
Ireland,'06,25 to 54,29.7,38.6,31.7,Reporting country
Ireland,'06,30 to 34,17.2,37.2,45.6,EU-28
Ireland,'06,30 to 34,12.1,27.2,60.7,Extra-EU-28
Ireland,'06,30 to 34,15.6,33.9,50.5,Foreign country
Ireland,'06,30 to 34,21.9,40,38.1,Reporting country
Ireland,'07,25 to 54,20.2,37.9,42,EU-28
Ireland,'07,25 to 54,10.2,28.6,61.2,Extra-EU-28
Ireland,'07,25 to 54,17.4,35.3,47.2,Foreign country
Ireland,'07,25 to 54,29,37.9,33.1,Reporting country
Ireland,'07,30 to 34,14.8,39.3,45.9,EU-28
Ireland,'07,30 to 34,8.3,30.1,61.5,Extra-EU-28
Ireland,'07,30 to 34,12.7,36.3,51.1,Foreign country
Ireland,'07,30 to 34,21,38.5,40.5,Reporting country
Ireland,'08,25 to 54,18.5,40.1,41.4,EU-28
Ireland,'08,25 to 54,8.3,27.4,64.3,Extra-EU-28
Ireland,'08,25 to 54,15.8,36.8,47.4,Foreign country
Ireland,'08,25 to 54,27.5,37.6,34.9,Reporting country
Ireland,'08,30 to 34,13.9,40.1,46,EU-28
Ireland,'08,30 to 34,8.8,25.2,66,Extra-EU-28
Ireland,'08,30 to 34,12.3,35.5,52.2,Foreign country
Ireland,'08,30 to 34,19,38.1,43,Reporting country
Ireland,'09,25 to 54,20.2,35.8,44.1,EU-28
Ireland,'09,25 to 54,10.9,24.8,64.2,Extra-EU-28
Ireland,'09,25 to 54,17.7,32.8,49.5,Foreign country
Ireland,'09,25 to 54,25,38.2,36.8,Reporting country
Ireland,'09,30 to 34,15.6,34,50.4,EU-28
Ireland,'09,30 to 34,9.5,25.2,65.4,Extra-EU-28
Ireland,'09,30 to 34,13.7,31.3,55,Foreign country
Ireland,'09,30 to 34,15.5,37.4,47,Reporting country
Ireland,'10,25 to 54,21.3,34.7,44,EU-28
Ireland,'10,25 to 54,11.1,23.6,65.3,Extra-EU-28
Ireland,'10,25 to 54,18.4,31.6,50,Foreign country
Ireland,'10,25 to 54,23,38,39,Reporting country
Ireland,'10,25 to 54,22,36.7,41.2,Total
Ireland,'10,30 to 34,18.2,32.8,48.9,EU-28
Ireland,'10,30 to 34,10,21.3,68.7,Extra-EU-28
Ireland,'10,30 to 34,15.7,29.3,55.1,Foreign country
Ireland,'10,30 to 34,13.8,37.7,48.5,Reporting country
Ireland,'10,30 to 34,14.3,35.7,50.1,Total
Ireland,'11,25 to 54,21.1,36.1,42.8,EU-28
Ireland,'11,25 to 54,13.2,23.2,63.6,Extra-EU-28
Ireland,'11,25 to 54,18.8,32.3,48.9,Foreign country
Ireland,'11,25 to 54,22.2,38.1,39.7,Reporting country
Ireland,'11,25 to 54,21.5,36.9,41.6,Total
Ireland,'11,30 to 34,16.9,34.6,48.5,EU-28
Ireland,'11,30 to 34,13.8,20.7,65.4,Extra-EU-28
Ireland,'11,30 to 34,15.9,30.2,53.8,Foreign country
Ireland,'11,30 to 34,14.1,37.5,48.3,Reporting country
Ireland,'11,30 to 34,14.6,35.7,49.7,Total
Ireland,'12,25 to 54,20.2,35.6,44.1,EU-28
Ireland,'12,25 to 54,12.5,21.9,65.6,Extra-EU-28
Ireland,'12,25 to 54,17.8,31.3,50.9,Foreign country
Ireland,'12,25 to 54,21.6,37.4,41,Reporting country
Ireland,'12,25 to 54,20.8,36,43.2,Total
Ireland,'12,30 to 34,15.1,36.6,48.3,EU-28
Ireland,'12,30 to 34,10.7,20.3,69.1,Extra-EU-28
Ireland,'12,30 to 34,13.7,31.4,55,Foreign country
Ireland,'12,30 to 34,13.9,36.3,49.7,Reporting country
Ireland,'12,30 to 34,13.9,35,51.1,Total
Ireland,'13,25 to 54,18.4,34.1,47.5,EU-28
Ireland,'13,25 to 54,13,23.4,63.6,Extra-EU-28
Ireland,'13,25 to 54,16.6,30.4,53,Foreign country
Ireland,'13,25 to 54,19.6,37.5,42.9,Reporting country
Ireland,'13,25 to 54,18.9,35.9,45.2,Total
Ireland,'13,30 to 34,14.5,34.9,50.6,EU-28
Ireland,'13,30 to 34,15,22.3,62.8,Extra-EU-28
Ireland,'13,30 to 34,14.7,30.6,54.7,Foreign country
Ireland,'13,30 to 34,13,35.3,51.7,Reporting country
Ireland,'13,30 to 34,13.5,33.9,52.6,Total
Ireland,'14,25 to 54,10.4,44.4,45.2,EU-28
Ireland,'14,25 to 54,7.4,28.5,64,Extra-EU-28
Ireland,'14,25 to 54,9.3,38.8,51.9,Foreign country
Ireland,'14,25 to 54,18.4,38.6,42.9,Reporting country
Ireland,'14,25 to 54,16.3,38.6,45,Total
Ireland,'14,30 to 34,6.1,45.6,48.3,EU-28
Ireland,'14,30 to 34,9.9,26.8,63.3,Extra-EU-28
Ireland,'14,30 to 34,7.4,39.2,53.5,Foreign country
Ireland,'14,30 to 34,11.8,36.6,51.6,Reporting country
Ireland,'14,30 to 34,10.4,37.4,52.2,Total
Ireland,'15,25 to 54,11.1,43.2,45.7,EU-28
Ireland,'15,25 to 54,6.6,28.1,65.3,Extra-EU-28
Ireland,'15,25 to 54,9.3,37.3,53.3,Foreign country
Ireland,'15,25 to 54,17.6,37.6,44.7,Reporting country
Ireland,'15,25 to 54,15.6,37.6,46.8,Total
Ireland,'15,30 to 34,5.5,47.5,47,EU-28
Ireland,'15,30 to 34,6.4,25.1,68.5,Extra-EU-28
Ireland,'15,30 to 34,5.8,38.9,55.2,Foreign country
Ireland,'15,30 to 34,11.3,37.8,50.9,Reporting country
Ireland,'15,30 to 34,9.6,38.2,52.3,Total
Ireland,'16,25 to 54,10.7,41.1,48.2,EU-28
Ireland,'16,25 to 54,6.3,28.1,65.5,Extra-EU-28
Ireland,'16,25 to 54,9,35.9,55.1,Foreign country
Ireland,'16,25 to 54,17.4,38.1,44.5,Reporting country
Ireland,'16,25 to 54,15.4,37.5,47.1,Total
Ireland,'16,30 to 34,5.3,46,48.7,EU-28
Ireland,'16,30 to 34,0,23,73,Extra-EU-28
Ireland,'16,30 to 34,4.8,36.8,58.4,Foreign country
Ireland,'16,30 to 34,10.8,38.7,50.5,Reporting country
Ireland,'16,30 to 34,9,38.1,52.9,Total
Iceland,'06,25 to 54,24.4,30.8,44.7,EU-28
Iceland,'06,25 to 54,39.2,23.2,37.6,Extra-EU-28
Iceland,'06,25 to 54,30.7,27.6,41.7,Foreign country
Iceland,'06,25 to 54,34.1,35.1,30.8,Reporting country
Iceland,'06,30 to 34,31.4,32.2,36.3,Foreign country
Iceland,'06,30 to 34,30.6,32.9,36.5,Reporting country
Iceland,'07,25 to 54,21.3,38.2,40.5,EU-28
Iceland,'07,25 to 54,32.1,29.2,38.7,Extra-EU-28
Iceland,'07,25 to 54,25.9,34.4,39.7,Foreign country
Iceland,'07,25 to 54,33.9,34.3,31.8,Reporting country
Iceland,'07,30 to 34,31.9,29.9,38.2,Foreign country
Iceland,'07,30 to 34,29.1,34.8,36.1,Reporting country
Iceland,'08,25 to 54,36.4,31.2,32.4,EU-28
Iceland,'08,25 to 54,33.9,30.6,35.5,Extra-EU-28
Iceland,'08,25 to 54,35.5,31,33.6,Foreign country
Iceland,'08,25 to 54,33.7,33.2,33.1,Reporting country
Iceland,'08,30 to 34,38.1,37.5,0,EU-28
Iceland,'08,30 to 34,0,0,53.9,Extra-EU-28
Iceland,'08,30 to 34,32,31.4,36.6,Foreign country
Iceland,'08,30 to 34,29.9,31.7,38.4,Reporting country
Iceland,'09,25 to 54,29.7,31.2,39.1,EU-28
Iceland,'09,25 to 54,34.6,26.8,38.6,Extra-EU-28
Iceland,'09,25 to 54,31.4,29.6,38.9,Foreign country
Iceland,'09,25 to 54,31.8,33.3,34.9,Reporting country
Iceland,'09,30 to 34,0,36.5,39.1,EU-28
Iceland,'09,30 to 34,0,0,51.9,Extra-EU-28
Iceland,'09,30 to 34,26,30.3,43.7,Foreign country
Iceland,'09,30 to 34,29.3,29.3,41.4,Reporting country
Iceland,'10,25 to 54,26.7,34.9,38.4,EU-28
Iceland,'10,25 to 54,34.6,30.3,35.1,Extra-EU-28
Iceland,'10,25 to 54,29.5,33.3,37.2,Foreign country
Iceland,'10,25 to 54,30.6,34.5,35,Reporting country
Iceland,'10,25 to 54,30.5,34.4,35.2,Total
Iceland,'10,30 to 34,27.6,30.7,41.8,EU-28
Iceland,'10,30 to 34,31.2,26,42.9,Foreign country
Iceland,'10,30 to 34,25.7,33.6,40.7,Reporting country
Iceland,'10,30 to 34,26.6,32.6,40.9,Total
Iceland,'11,25 to 54,18.4,42.7,38.9,EU-28
Iceland,'11,25 to 54,43.8,27.2,29,Extra-EU-28
Iceland,'11,25 to 54,27.9,36.9,35.2,Foreign country
Iceland,'11,25 to 54,27.1,36.1,36.8,Reporting country
Iceland,'11,25 to 54,27.3,36.2,36.5,Total
Iceland,'11,30 to 34,0,49.5,34.7,EU-28
Iceland,'11,30 to 34,48,0,0,Extra-EU-28
Iceland,'11,30 to 34,28.3,36.9,34.7,Foreign country
Iceland,'11,30 to 34,24.5,28.9,46.6,Reporting country
Iceland,'11,30 to 34,25.3,30.1,44.6,Total
Iceland,'12,25 to 54,16.5,49.4,34.2,EU-28
Iceland,'12,25 to 54,41.4,27.6,30.9,Extra-EU-28
Iceland,'12,25 to 54,25.3,41.7,33,Foreign country
Iceland,'12,25 to 54,26.4,34.8,38.9,Reporting country
Iceland,'12,25 to 54,26.2,35.7,38.1,Total
Iceland,'12,30 to 34,0,56.3,26,EU-28
Iceland,'12,30 to 34,0,0,40.8,Extra-EU-28
Iceland,'12,30 to 34,20.7,48.5,30.8,Foreign country
Iceland,'12,30 to 34,23.2,31.3,45.5,Reporting country
Iceland,'12,30 to 34,22.8,34.5,42.8,Total
Iceland,'13,25 to 54,22.4,43,34.7,EU-28
Iceland,'13,25 to 54,36.7,30.8,32.5,Extra-EU-28
Iceland,'13,25 to 54,27.3,38.8,33.9,Foreign country
Iceland,'13,25 to 54,25.4,35.2,39.5,Reporting country
Iceland,'13,25 to 54,25.6,35.5,38.9,Total
Iceland,'13,30 to 34,28.8,39.7,31.5,EU-28
Iceland,'13,30 to 34,28.4,37.7,33.9,Foreign country
Iceland,'13,30 to 34,24.4,30.4,45.2,Reporting country
Iceland,'13,30 to 34,24.9,31.2,43.9,Total
Iceland,'14,25 to 54,22.9,47.3,29.8,EU-28
Iceland,'14,25 to 54,39.7,28.2,32.1,Extra-EU-28
Iceland,'14,25 to 54,28.7,40.6,30.6,Foreign country
Iceland,'14,25 to 54,24.4,34.7,41,Reporting country
Iceland,'14,25 to 54,24.9,35.3,39.7,Total
Iceland,'14,30 to 34,25.8,35.9,38.4,EU-28
Iceland,'14,30 to 34,45.8,0,0,Extra-EU-28
Iceland,'14,30 to 34,32.1,31.8,36.1,Foreign country
Iceland,'14,30 to 34,22.9,28.4,48.6,Reporting country
Iceland,'14,30 to 34,24.6,28.9,46.4,Total
Iceland,'15,25 to 54,19,46,35,EU-28
Iceland,'15,25 to 54,35,29.2,35.8,Extra-EU-28
Iceland,'15,25 to 54,24.8,39.9,35.3,Foreign country
Iceland,'15,25 to 54,22.6,34.5,42.9,Reporting country
Iceland,'15,25 to 54,22.9,35.1,42,Total
Iceland,'15,30 to 34,0,41.2,37,EU-28
Iceland,'15,30 to 34,29.3,35.2,35.4,Foreign country
Iceland,'15,30 to 34,20.8,29.8,49.4,Reporting country
Iceland,'15,30 to 34,22.4,30.6,47.1,Total
Iceland,'16,25 to 54,15.8,48.9,35.3,EU-28
Iceland,'16,25 to 54,28.4,33.6,38.1,Extra-EU-28
Iceland,'16,25 to 54,20,43.8,36.2,Foreign country
Iceland,'16,25 to 54,19.6,35.3,45.1,Reporting country
Iceland,'16,25 to 54,19.7,36.4,44,Total
Iceland,'16,30 to 34,0,60,29.5,EU-28
Iceland,'16,30 to 34,16.5,52.5,31,Foreign country
Iceland,'16,30 to 34,14.8,32.9,52.3,Reporting country
Iceland,'16,30 to 34,15.2,35.9,48.8,Total
Hungary,'06,25 to 54,13.1,57.9,28.9,EU-28
Hungary,'06,25 to 54,0,49.5,45.7,Extra-EU-28
Hungary,'06,25 to 54,11.2,55.9,32.9,Foreign country
Hungary,'06,25 to 54,18.5,63.4,18.2,Reporting country
Hungary,'06,30 to 34,0,56.7,31.4,EU-28
Hungary,'06,30 to 34,0,57,33.2,Foreign country
Hungary,'06,30 to 34,14.5,66.3,19.2,Reporting country
Hungary,'07,25 to 54,13.8,60.3,25.9,EU-28
Hungary,'07,25 to 54,0,42.5,49.7,Extra-EU-28
Hungary,'07,25 to 54,12.3,55.7,32,Foreign country
Hungary,'07,25 to 54,17.8,63.6,18.6,Reporting country
Hungary,'07,30 to 34,0,63.6,0,EU-28
Hungary,'07,30 to 34,0,60.6,26.7,Foreign country
Hungary,'07,30 to 34,15.5,64.1,20.5,Reporting country
Hungary,'08,25 to 54,15.6,60,24.4,EU-28
Hungary,'08,25 to 54,0,39.4,49,Extra-EU-28
Hungary,'08,25 to 54,14.7,55.3,30.1,Foreign country
Hungary,'08,25 to 54,17.6,62.4,20,Reporting country
Hungary,'08,30 to 34,0,58.5,26.5,EU-28
Hungary,'08,30 to 34,0,51.5,35.1,Foreign country
Hungary,'08,30 to 34,14.9,62.5,22.6,Reporting country
Hungary,'09,25 to 54,13.1,58.9,28,EU-28
Hungary,'09,25 to 54,11.3,43.1,45.7,Extra-EU-28
Hungary,'09,25 to 54,12.6,55.1,32.2,Foreign country
Hungary,'09,25 to 54,17,62.3,20.7,Reporting country
Hungary,'09,30 to 34,0,45.4,39.5,EU-28
Hungary,'09,30 to 34,0,44.3,41.3,Foreign country
Hungary,'09,30 to 34,14.5,62,23.6,Reporting country
Hungary,'10,25 to 54,14.1,52.7,33.2,EU-28
Hungary,'10,25 to 54,14.9,48.7,36.4,Extra-EU-28
Hungary,'10,25 to 54,14.3,51.7,34,Foreign country
Hungary,'10,25 to 54,16.6,62.4,21,Reporting country
