Host Country,Year,Sex,AROPE %,COB
Denmark,'07,Total,16.6,Reporting country
Denmark,'08,Females,32.7,Foreign country
Denmark,'08,Females,17,Reporting country
Denmark,'08,Males,34.4,Foreign country
Denmark,'08,Males,15.6,Reporting country
Denmark,'08,Total,33.5,Foreign country
Denmark,'08,Total,16.3,Reporting country
Denmark,'09,Females,25.3,EU-28
Denmark,'09,Females,33.1,Extra-EU-28
Denmark,'09,Females,30,Foreign country
Denmark,'09,Females,18.5,Reporting country
Denmark,'09,Males,33.5,EU-28
Denmark,'09,Males,38.5,Extra-EU-28
Denmark,'09,Males,36.8,Foreign country
Denmark,'09,Males,16.7,Reporting country
Denmark,'09,Total,28.7,EU-28
Denmark,'09,Total,35.7,Extra-EU-28
Denmark,'09,Total,33.1,Foreign country
Denmark,'09,Total,17.6,Reporting country
Denmark,'10,Females,33.4,EU-28
Denmark,'10,Females,40.6,Extra-EU-28
Denmark,'10,Females,38,Foreign country
Denmark,'10,Females,18.7,Reporting country
Denmark,'10,Males,28.7,EU-28
Denmark,'10,Males,40.9,Extra-EU-28
Denmark,'10,Males,36.5,Foreign country
Denmark,'10,Males,17.2,Reporting country
Denmark,'10,Total,31.1,EU-28
Denmark,'10,Total,40.7,Extra-EU-28
Denmark,'10,Total,37.3,Foreign country
Denmark,'10,Total,18,Reporting country
Denmark,'11,Females,23.5,EU-28
Denmark,'11,Females,40,Extra-EU-28
Denmark,'11,Females,34.9,Foreign country
Denmark,'11,Females,17.3,Reporting country
Denmark,'11,Males,32.4,EU-28
Denmark,'11,Males,35.5,Extra-EU-28
Denmark,'11,Males,34.2,Foreign country
Denmark,'11,Males,16.6,Reporting country
Denmark,'11,Total,28,EU-28
Denmark,'11,Total,38.2,Extra-EU-28
Denmark,'11,Total,34.6,Foreign country
Denmark,'11,Total,16.9,Reporting country
Denmark,'12,Females,21.6,EU-28
Denmark,'12,Females,35.3,Extra-EU-28
Denmark,'12,Females,30.3,Foreign country
Denmark,'12,Females,17.3,Reporting country
Denmark,'12,Males,20.9,EU-28
Denmark,'12,Males,44.7,Extra-EU-28
Denmark,'12,Males,34.5,Foreign country
Denmark,'12,Males,17.1,Reporting country
Denmark,'12,Total,21.3,EU-28
Denmark,'12,Total,39,Extra-EU-28
Denmark,'12,Total,32.1,Foreign country
Denmark,'12,Total,17.2,Reporting country
Denmark,'13,Females,13.3,EU-28
Denmark,'13,Females,41.6,Extra-EU-28
Denmark,'13,Females,33.3,Foreign country
Denmark,'13,Females,18.5,Reporting country
Denmark,'13,Males,22.8,EU-28
Denmark,'13,Males,35.7,Extra-EU-28
Denmark,'13,Males,30.3,Foreign country
Denmark,'13,Males,17.9,Reporting country
Denmark,'13,Total,18.4,EU-28
Denmark,'13,Total,39.3,Extra-EU-28
Denmark,'13,Total,31.9,Foreign country
Denmark,'13,Total,18.2,Reporting country
Denmark,'14,Females,24.1,EU-28
Denmark,'14,Females,30.2,Extra-EU-28
Denmark,'14,Females,28.4,Foreign country
Denmark,'14,Females,18.3,Reporting country
Denmark,'14,Males,18.2,EU-28
Denmark,'14,Males,33,Extra-EU-28
Denmark,'14,Males,27.6,Foreign country
Denmark,'14,Males,18.1,Reporting country
Denmark,'14,Total,21.1,EU-28
Denmark,'14,Total,31.4,Extra-EU-28
Denmark,'14,Total,28,Foreign country
Denmark,'14,Total,18.2,Reporting country
Denmark,'15,Females,20.7,EU-28
Denmark,'15,Females,43,Extra-EU-28
Denmark,'15,Females,36.6,Foreign country
Denmark,'15,Females,16.9,Reporting country
Denmark,'15,Males,29.6,EU-28
Denmark,'15,Males,35.8,Extra-EU-28
Denmark,'15,Males,33.3,Foreign country
Denmark,'15,Males,17.1,Reporting country
Denmark,'15,Total,25.5,EU-28
Denmark,'15,Total,39.9,Extra-EU-28
Denmark,'15,Total,35.1,Foreign country
Denmark,'15,Total,17,Reporting country
Czech Republic,'06,Females,30,Foreign country
Czech Republic,'06,Females,18.1,Reporting country
Czech Republic,'06,Males,17.8,Foreign country
Czech Republic,'06,Males,15.1,Reporting country
Czech Republic,'06,Total,24.7,Foreign country
Czech Republic,'06,Total,16.6,Reporting country
Czech Republic,'07,Females,30.3,Foreign country
Czech Republic,'07,Females,16,Reporting country
Czech Republic,'07,Males,21.5,Foreign country
Czech Republic,'07,Males,12,Reporting country
Czech Republic,'07,Total,26.4,Foreign country
Czech Republic,'07,Total,14.1,Reporting country
Czech Republic,'08,Females,27.9,Foreign country
Czech Republic,'08,Females,16.6,Reporting country
Czech Republic,'08,Males,20.3,Foreign country
Czech Republic,'08,Males,11.6,Reporting country
Czech Republic,'08,Total,24.5,Foreign country
Czech Republic,'08,Total,14.2,Reporting country
Czech Republic,'09,Females,26.9,EU-28
Czech Republic,'09,Females,17.6,Extra-EU-28
Czech Republic,'09,Females,24.9,Foreign country
Czech Republic,'09,Females,15.1,Reporting country
Czech Republic,'09,Males,17.8,EU-28
Czech Republic,'09,Males,22.3,Extra-EU-28
Czech Republic,'09,Males,18.7,Foreign country
Czech Republic,'09,Males,10.7,Reporting country
Czech Republic,'09,Total,22.7,EU-28
Czech Republic,'09,Total,19.7,Extra-EU-28
Czech Republic,'09,Total,22.1,Foreign country
Czech Republic,'09,Total,12.9,Reporting country
Czech Republic,'10,Females,28.8,EU-28
Czech Republic,'10,Females,12.7,Extra-EU-28
Czech Republic,'10,Females,25.3,Foreign country
Czech Republic,'10,Females,15,Reporting country
Czech Republic,'10,Males,19.2,EU-28
Czech Republic,'10,Males,10.6,Extra-EU-28
Czech Republic,'10,Males,17.2,Foreign country
Czech Republic,'10,Males,11,Reporting country
Czech Republic,'10,Total,24.3,EU-28
Czech Republic,'10,Total,11.6,Extra-EU-28
Czech Republic,'10,Total,21.4,Foreign country
Czech Republic,'10,Total,13.1,Reporting country
Czech Republic,'11,Females,31.6,EU-28
Czech Republic,'11,Females,18.5,Extra-EU-28
Czech Republic,'11,Females,28.4,Foreign country
Czech Republic,'11,Females,16,Reporting country
Czech Republic,'11,Males,15.5,EU-28
Czech Republic,'11,Males,13.3,Extra-EU-28
Czech Republic,'11,Males,14.8,Foreign country
Czech Republic,'11,Males,11.9,Reporting country
Czech Republic,'11,Total,23.8,EU-28
Czech Republic,'11,Total,15.6,Extra-EU-28
Czech Republic,'11,Total,21.6,Foreign country
Czech Republic,'11,Total,14,Reporting country
Czech Republic,'12,Females,27,EU-28
Czech Republic,'12,Females,28.5,Extra-EU-28
Czech Republic,'12,Females,27.4,Foreign country
Czech Republic,'12,Females,16.2,Reporting country
Czech Republic,'12,Males,17.1,EU-28
Czech Republic,'12,Males,32.1,Extra-EU-28
Czech Republic,'12,Males,22.1,Foreign country
Czech Republic,'12,Males,12,Reporting country
Czech Republic,'12,Total,22.6,EU-28
Czech Republic,'12,Total,30.3,Extra-EU-28
Czech Republic,'12,Total,24.9,Foreign country
Czech Republic,'12,Total,14.2,Reporting country
Czech Republic,'13,Females,30.5,EU-28
Czech Republic,'13,Females,32.7,Extra-EU-28
Czech Republic,'13,Females,31.1,Foreign country
Czech Republic,'13,Females,15.6,Reporting country
Czech Republic,'13,Males,18.3,EU-28
Czech Republic,'13,Males,28.2,Extra-EU-28
Czech Republic,'13,Males,21.7,Foreign country
Czech Republic,'13,Males,11.8,Reporting country
Czech Republic,'13,Total,25,EU-28
Czech Republic,'13,Total,30.3,Extra-EU-28
Czech Republic,'13,Total,26.6,Foreign country
Czech Republic,'13,Total,13.8,Reporting country
Czech Republic,'14,Females,28.2,EU-28
Czech Republic,'14,Females,15.9,Extra-EU-28
Czech Republic,'14,Females,24.4,Foreign country
Czech Republic,'14,Females,15.5,Reporting country
Czech Republic,'14,Males,21.1,EU-28
Czech Republic,'14,Males,21.4,Extra-EU-28
Czech Republic,'14,Males,21.2,Foreign country
Czech Republic,'14,Males,11.3,Reporting country
Czech Republic,'14,Total,24.8,EU-28
Czech Republic,'14,Total,18.6,Extra-EU-28
Czech Republic,'14,Total,22.9,Foreign country
Czech Republic,'14,Total,13.5,Reporting country
Czech Republic,'15,Females,22.5,EU-28
Czech Republic,'15,Females,16.6,Extra-EU-28
Czech Republic,'15,Females,20.4,Foreign country
Czech Republic,'15,Females,14.6,Reporting country
Czech Republic,'15,Males,16.9,EU-28
Czech Republic,'15,Males,20.6,Extra-EU-28
Czech Republic,'15,Males,18.2,Foreign country
Czech Republic,'15,Males,10.7,Reporting country
Czech Republic,'15,Total,19.9,EU-28
Czech Republic,'15,Total,18.4,Extra-EU-28
Czech Republic,'15,Total,19.4,Foreign country
Czech Republic,'15,Total,12.7,Reporting country
Cyprus,'06,Females,37.6,Foreign country
Cyprus,'06,Females,27.5,Reporting country
Cyprus,'06,Males,27.4,Foreign country
Cyprus,'06,Males,23.5,Reporting country
Cyprus,'06,Total,33.4,Foreign country
Cyprus,'06,Total,25.5,Reporting country
Cyprus,'07,Females,33.6,Foreign country
Cyprus,'07,Females,28.7,Reporting country
Cyprus,'07,Males,28,Foreign country
Cyprus,'07,Males,22.5,Reporting country
Cyprus,'07,Total,31.4,Foreign country
Cyprus,'07,Total,25.6,Reporting country
Cyprus,'08,Females,31.5,Foreign country
Cyprus,'08,Females,25.9,Reporting country
Cyprus,'08,Males,30.4,Foreign country
Cyprus,'08,Males,19,Reporting country
Cyprus,'08,Total,31,Foreign country
Cyprus,'08,Total,22.5,Reporting country
Cyprus,'09,Females,32.8,EU-28
Cyprus,'09,Females,39.5,Extra-EU-28
Cyprus,'09,Females,36.6,Foreign country
Cyprus,'09,Females,25.7,Reporting country
Cyprus,'09,Males,27,EU-28
Cyprus,'09,Males,40.3,Extra-EU-28
Cyprus,'09,Males,33.3,Foreign country
Cyprus,'09,Males,19.6,Reporting country
Cyprus,'09,Total,30.3,EU-28
Cyprus,'09,Total,39.8,Extra-EU-28
Cyprus,'09,Total,35.3,Foreign country
Cyprus,'09,Total,22.6,Reporting country
Cyprus,'10,Females,29.5,EU-28
Cyprus,'10,Females,40.5,Extra-EU-28
Cyprus,'10,Females,36,Foreign country
Cyprus,'10,Females,25.7,Reporting country
Cyprus,'10,Males,23.3,EU-28
Cyprus,'10,Males,47.8,Extra-EU-28
Cyprus,'10,Males,35,Foreign country
Cyprus,'10,Males,21,Reporting country
Cyprus,'10,Total,26.9,EU-28
Cyprus,'10,Total,42.8,Extra-EU-28
Cyprus,'10,Total,35.6,Foreign country
Cyprus,'10,Total,23.3,Reporting country
Cyprus,'11,Females,24.8,EU-28
Cyprus,'11,Females,40.7,Extra-EU-28
Cyprus,'11,Females,34.1,Foreign country
Cyprus,'11,Females,25.6,Reporting country
Cyprus,'11,Males,22.2,EU-28
Cyprus,'11,Males,36.6,Extra-EU-28
Cyprus,'11,Males,28.3,Foreign country
Cyprus,'11,Males,21.3,Reporting country
Cyprus,'11,Total,23.7,EU-28
Cyprus,'11,Total,39.5,Extra-EU-28
Cyprus,'11,Total,32,Foreign country
Cyprus,'11,Total,23.5,Reporting country
Cyprus,'12,Females,31,EU-28
Cyprus,'12,Females,42.1,Extra-EU-28
Cyprus,'12,Females,37.5,Foreign country
Cyprus,'12,Females,27.2,Reporting country
Cyprus,'12,Males,28.5,EU-28
Cyprus,'12,Males,47.6,Extra-EU-28
Cyprus,'12,Males,35.9,Foreign country
Cyprus,'12,Males,22.3,Reporting country
Cyprus,'12,Total,29.8,EU-28
Cyprus,'12,Total,43.7,Extra-EU-28
Cyprus,'12,Total,36.9,Foreign country
Cyprus,'12,Total,24.7,Reporting country
Cyprus,'13,Females,37.9,EU-28
Cyprus,'13,Females,41.3,Extra-EU-28
Cyprus,'13,Females,39.8,Foreign country
Cyprus,'13,Females,25.9,Reporting country
Cyprus,'13,Males,30.1,EU-28
Cyprus,'13,Males,48.7,Extra-EU-28
Cyprus,'13,Males,37.5,Foreign country
Cyprus,'13,Males,24.8,Reporting country
Cyprus,'13,Total,34.4,EU-28
Cyprus,'13,Total,43.4,Extra-EU-28
Cyprus,'13,Total,39,Foreign country
Cyprus,'13,Total,25.3,Reporting country
Cyprus,'14,Females,29.6,EU-28
Cyprus,'14,Females,41.7,Extra-EU-28
Cyprus,'14,Females,36.1,Foreign country
Cyprus,'14,Females,27.6,Reporting country
Cyprus,'14,Males,28.9,EU-28
Cyprus,'14,Males,43.3,Extra-EU-28
Cyprus,'14,Males,34.7,Foreign country
Cyprus,'14,Males,25.2,Reporting country
Cyprus,'14,Total,29.3,EU-28
Cyprus,'14,Total,42.2,Extra-EU-28
Cyprus,'14,Total,35.5,Foreign country
Cyprus,'14,Total,26.4,Reporting country
Cyprus,'15,Females,35.1,EU-28
Cyprus,'15,Females,42.6,Extra-EU-28
Cyprus,'15,Females,39,Foreign country
Cyprus,'15,Females,27,Reporting country
Cyprus,'15,Males,30.6,EU-28
Cyprus,'15,Males,52.6,Extra-EU-28
Cyprus,'15,Males,39.6,Foreign country
Cyprus,'15,Males,25.7,Reporting country
Cyprus,'15,Total,33,EU-28
Cyprus,'15,Total,46.1,Extra-EU-28
Cyprus,'15,Total,39.2,Foreign country
Cyprus,'15,Total,26.4,Reporting country
Croatia,'10,Females,32.5,EU-28
Croatia,'10,Females,38,Extra-EU-28
Croatia,'10,Females,37.3,Foreign country
Croatia,'10,Females,31.8,Reporting country
Croatia,'10,Males,33.3,EU-28
Croatia,'10,Males,40.1,Extra-EU-28
Croatia,'10,Males,39.4,Foreign country
Croatia,'10,Males,29.3,Reporting country
Croatia,'10,Total,32.8,EU-28
Croatia,'10,Total,38.9,Extra-EU-28
Croatia,'10,Total,38.2,Foreign country
Croatia,'10,Total,30.6,Reporting country
Croatia,'11,Females,28.6,EU-28
Croatia,'11,Females,40.6,Extra-EU-28
Croatia,'11,Females,39.3,Foreign country
Croatia,'11,Females,33,Reporting country
Croatia,'11,Males,26.9,EU-28
Croatia,'11,Males,40.8,Extra-EU-28
Croatia,'11,Males,39.3,Foreign country
Croatia,'11,Males,31.1,Reporting country
Croatia,'11,Total,27.8,EU-28
Croatia,'11,Total,40.7,Extra-EU-28
Croatia,'11,Total,39.3,Foreign country
Croatia,'11,Total,32.1,Reporting country
Croatia,'12,Females,31.2,EU-28
Croatia,'12,Females,41.1,Extra-EU-28
Croatia,'12,Females,40.1,Foreign country
Croatia,'12,Females,31.9,Reporting country
Croatia,'12,Males,17.3,EU-28
Croatia,'12,Males,38.1,Extra-EU-28
Croatia,'12,Males,35.9,Foreign country
Croatia,'12,Males,30.6,Reporting country
Croatia,'12,Total,24.5,EU-28
Croatia,'12,Total,39.7,Extra-EU-28
Croatia,'12,Total,38.2,Foreign country
Croatia,'12,Total,31.3,Reporting country
Croatia,'13,Females,27.3,EU-28
Croatia,'13,Females,43,Extra-EU-28
Croatia,'13,Females,41.3,Foreign country
Croatia,'13,Females,28.9,Reporting country
Croatia,'13,Males,24.4,EU-28
Croatia,'13,Males,40.2,Extra-EU-28
Croatia,'13,Males,38.1,Foreign country
Croatia,'13,Males,28.7,Reporting country
Croatia,'13,Total,25.9,EU-28
Croatia,'13,Total,41.7,Extra-EU-28
Croatia,'13,Total,39.8,Foreign country
Croatia,'13,Total,28.8,Reporting country
Croatia,'14,Females,29.5,EU-28
Croatia,'14,Females,42,Extra-EU-28
Croatia,'14,Females,40.4,Foreign country
Croatia,'14,Females,28.4,Reporting country
Croatia,'14,Males,21.3,EU-28
Croatia,'14,Males,38,Extra-EU-28
Croatia,'14,Males,36.1,Foreign country
Croatia,'14,Males,28,Reporting country
Croatia,'14,Total,25.9,EU-28
Croatia,'14,Total,40.1,Extra-EU-28
Croatia,'14,Total,38.4,Foreign country
Croatia,'14,Total,28.2,Reporting country
Croatia,'15,Females,24.8,EU-28
Croatia,'15,Females,40.5,Extra-EU-28
Croatia,'15,Females,38.3,Foreign country
Croatia,'15,Females,28.8,Reporting country
Croatia,'15,Males,25.8,EU-28
Croatia,'15,Males,36.9,Extra-EU-28
Croatia,'15,Males,35.6,Foreign country
Croatia,'15,Males,27.7,Reporting country
Croatia,'15,Total,25.2,EU-28
Croatia,'15,Total,38.8,Extra-EU-28
Croatia,'15,Total,37.1,Foreign country
Croatia,'15,Total,28.3,Reporting country
Bulgaria,'06,Females,58.5,Foreign country
Bulgaria,'06,Females,62.9,Reporting country
Bulgaria,'06,Males,54.2,Foreign country
Bulgaria,'06,Males,60.7,Reporting country
Bulgaria,'06,Total,57,Foreign country
Bulgaria,'06,Total,61.8,Reporting country
Bulgaria,'07,Females,63.9,Foreign country
Bulgaria,'07,Females,62.4,Reporting country
Bulgaria,'07,Males,62.3,Foreign country
Bulgaria,'07,Males,59.2,Reporting country
Bulgaria,'07,Total,63.4,Foreign country
Bulgaria,'07,Total,60.9,Reporting country
Bulgaria,'08,Females,56.5,Foreign country
Bulgaria,'08,Females,46.9,Reporting country
Bulgaria,'08,Males,50.7,Foreign country
Bulgaria,'08,Males,42.4,Reporting country
Bulgaria,'08,Total,54.1,Foreign country
Bulgaria,'08,Total,44.7,Reporting country
Bulgaria,'09,Females,43.7,Extra-EU-28
Bulgaria,'09,Females,49.6,Foreign country
Bulgaria,'09,Females,48.5,Reporting country
Bulgaria,'09,Males,43,Reporting country
Bulgaria,'09,Total,65.2,EU-28
Bulgaria,'09,Total,39.8,Extra-EU-28
Bulgaria,'09,Total,46.3,Foreign country
Bulgaria,'09,Total,45.9,Reporting country
Bulgaria,'10,Females,39.9,Extra-EU-28
Bulgaria,'10,Females,44.6,Foreign country
Bulgaria,'10,Females,51.1,Reporting country
Bulgaria,'10,Males,52,Foreign country
Bulgaria,'10,Males,46.8,Reporting country
Bulgaria,'10,Total,57.9,EU-28
Bulgaria,'10,Total,41.5,Extra-EU-28
Bulgaria,'10,Total,46.9,Foreign country
Bulgaria,'10,Total,49.1,Reporting country
Bulgaria,'11,Females,61.4,Extra-EU-28
Bulgaria,'11,Females,50.1,Foreign country
Bulgaria,'11,Females,50.2,Reporting country
Bulgaria,'11,Males,38.1,Foreign country
Bulgaria,'11,Males,46.8,Reporting country
Bulgaria,'11,Total,24,EU-28
Bulgaria,'11,Total,53.6,Extra-EU-28
Bulgaria,'11,Total,45.4,Foreign country
Bulgaria,'11,Total,48.6,Reporting country
Bulgaria,'12,Females,51,Extra-EU-28
Bulgaria,'12,Females,44.6,Foreign country
Bulgaria,'12,Females,50.7,Reporting country
Bulgaria,'12,Males,62.6,Foreign country
Bulgaria,'12,Males,46.5,Reporting country
Bulgaria,'12,Total,36.2,EU-28
Bulgaria,'12,Total,57.5,Extra-EU-28
Bulgaria,'12,Total,51.7,Foreign country
Bulgaria,'12,Total,48.7,Reporting country
Bulgaria,'13,Females,67.6,Extra-EU-28
Bulgaria,'13,Females,63.1,Foreign country
Bulgaria,'13,Females,48.6,Reporting country
Bulgaria,'13,Males,45.7,Reporting country
Bulgaria,'13,Total,63.9,Extra-EU-28
Bulgaria,'13,Total,61.8,Foreign country
Bulgaria,'13,Total,47.2,Reporting country
Bulgaria,'14,Females,30.7,Extra-EU-28
Bulgaria,'14,Females,33.3,Foreign country
Bulgaria,'14,Females,40.2,Reporting country
Bulgaria,'14,Males,37.3,Reporting country
Bulgaria,'14,Total,35,Extra-EU-28
Bulgaria,'14,Total,38.4,Foreign country
Bulgaria,'14,Total,38.8,Reporting country
Bulgaria,'15,Females,51.3,Extra-EU-28
Bulgaria,'15,Females,52.3,Foreign country
Bulgaria,'15,Females,43,Reporting country
Bulgaria,'15,Males,41.8,Foreign country
Bulgaria,'15,Males,38.3,Reporting country
Bulgaria,'15,Total,47.3,Extra-EU-28
Bulgaria,'15,Total,47.9,Foreign country
Bulgaria,'15,Total,40.7,Reporting country
Bulgaria,'16,Females,49,Extra-EU-28
Bulgaria,'16,Females,49.1,Foreign country
Bulgaria,'16,Females,41.3,Reporting country
Bulgaria,'16,Males,33.2,Extra-EU-28
Bulgaria,'16,Males,33.8,Foreign country
Bulgaria,'16,Males,37,Reporting country
Bulgaria,'16,Total,42,Extra-EU-28
Bulgaria,'16,Total,41.8,Foreign country
Bulgaria,'16,Total,39.2,Reporting country
Belgium,'06,Females,39.4,Foreign country
Belgium,'06,Females,21.7,Reporting country
Belgium,'06,Males,36.3,Foreign country
Belgium,'06,Males,16.7,Reporting country
Belgium,'06,Total,38,Foreign country
Belgium,'06,Total,19.3,Reporting country
Belgium,'07,Females,39.8,Foreign country
Belgium,'07,Females,21.2,Reporting country
Belgium,'07,Males,38.9,Foreign country
Belgium,'07,Males,16.5,Reporting country
Belgium,'07,Total,39.4,Foreign country
Belgium,'07,Total,18.9,Reporting country
Belgium,'08,Females,40.3,Foreign country
Belgium,'08,Females,19.8,Reporting country
Belgium,'08,Males,40.9,Foreign country
Belgium,'08,Males,15.3,Reporting country
Belgium,'08,Total,40.6,Foreign country
Belgium,'08,Total,17.6,Reporting country
Belgium,'09,Females,25.4,EU-28
Belgium,'09,Females,51.6,Extra-EU-28
Belgium,'09,Females,37.5,Foreign country
Belgium,'09,Females,19.4,Reporting country
Belgium,'09,Males,23,EU-28
Belgium,'09,Males,47.2,Extra-EU-28
Belgium,'09,Males,35.3,Foreign country
Belgium,'09,Males,15.6,Reporting country
Belgium,'09,Total,24.3,EU-28
Belgium,'09,Total,49.4,Extra-EU-28
Belgium,'09,Total,36.5,Foreign country
Belgium,'09,Total,17.6,Reporting country
Belgium,'10,Females,26.4,EU-28
Belgium,'10,Females,51.4,Extra-EU-28
Belgium,'10,Females,38.8,Foreign country
Belgium,'10,Females,17.9,Reporting country
Belgium,'10,Males,26.6,EU-28
Belgium,'10,Males,50.3,Extra-EU-28
Belgium,'10,Males,39.3,Foreign country
Belgium,'10,Males,16,Reporting country
Belgium,'10,Total,26.5,EU-28
Belgium,'10,Total,50.9,Extra-EU-28
Belgium,'10,Total,39,Foreign country
Belgium,'10,Total,16.9,Reporting country
Belgium,'11,Females,29.2,EU-28
Belgium,'11,Females,50.5,Extra-EU-28
Belgium,'11,Females,39.9,Foreign country
Belgium,'11,Females,17.5,Reporting country
Belgium,'11,Males,27.7,EU-28
Belgium,'11,Males,54.3,Extra-EU-28
Belgium,'11,Males,42.2,Foreign country
Belgium,'11,Males,15.6,Reporting country
Belgium,'11,Total,28.5,EU-28
Belgium,'11,Total,52.4,Extra-EU-28
Belgium,'11,Total,41,Foreign country
Belgium,'11,Total,16.6,Reporting country
Belgium,'12,Females,29.9,EU-28
Belgium,'12,Females,52.7,Extra-EU-28
Belgium,'12,Females,42.2,Foreign country
Belgium,'12,Females,18.4,Reporting country
Belgium,'12,Males,23.4,EU-28
Belgium,'12,Males,54.6,Extra-EU-28
Belgium,'12,Males,41.1,Foreign country
Belgium,'12,Males,16.3,Reporting country
Belgium,'12,Total,26.9,EU-28
Belgium,'12,Total,53.7,Extra-EU-28
Belgium,'12,Total,41.6,Foreign country
Belgium,'12,Total,17.4,Reporting country
Belgium,'13,Females,26.8,EU-28
Belgium,'13,Females,52.2,Extra-EU-28
Belgium,'13,Females,40.8,Foreign country
Belgium,'13,Females,17.1,Reporting country
Belgium,'13,Males,20.9,EU-28
Belgium,'13,Males,60.4,Extra-EU-28
Belgium,'13,Males,42.3,Foreign country
Belgium,'13,Males,15.8,Reporting country
Belgium,'13,Total,24,EU-28
Belgium,'13,Total,56,Extra-EU-28
Belgium,'13,Total,41.5,Foreign country
Belgium,'13,Total,16.4,Reporting country
Belgium,'14,Females,28,EU-28
Belgium,'14,Females,53.2,Extra-EU-28
Belgium,'14,Females,41.9,Foreign country
Belgium,'14,Females,17.4,Reporting country
Belgium,'14,Males,20.3,EU-28
Belgium,'14,Males,56.7,Extra-EU-28
Belgium,'14,Males,39.9,Foreign country
Belgium,'14,Males,16.4,Reporting country
Belgium,'14,Total,24.3,EU-28
Belgium,'14,Total,54.8,Extra-EU-28
Belgium,'14,Total,41,Foreign country
Belgium,'14,Total,16.9,Reporting country
Belgium,'15,Females,29.3,EU-28
Belgium,'15,Females,52.8,Extra-EU-28
Belgium,'15,Females,41.9,Foreign country
Belgium,'15,Females,18,Reporting country
Belgium,'15,Males,25.7,EU-28
Belgium,'15,Males,48.3,Extra-EU-28
Belgium,'15,Males,37.3,Foreign country
Belgium,'15,Males,15.9,Reporting country
Belgium,'15,Total,27.5,EU-28
Belgium,'15,Total,50.7,Extra-EU-28
Belgium,'15,Total,39.7,Foreign country
Belgium,'15,Total,17,Reporting country
Belgium,'16,Females,27.9,EU-28
Belgium,'16,Females,53,Extra-EU-28
Belgium,'16,Females,41.5,Foreign country
Belgium,'16,Females,17.3,Reporting country
Belgium,'16,Males,21.2,EU-28
Belgium,'16,Males,52.1,Extra-EU-28
Belgium,'16,Males,37.4,Foreign country
Belgium,'16,Males,15.6,Reporting country
Belgium,'16,Total,24.7,EU-28
Belgium,'16,Total,52.6,Extra-EU-28
Belgium,'16,Total,39.6,Foreign country
Belgium,'16,Total,16.5,Reporting country
Austria,'06,Females,29.7,Foreign country
Austria,'06,Females,17.9,Reporting country
Austria,'06,Males,25.7,Foreign country
Austria,'06,Males,12.7,Reporting country
Austria,'06,Total,27.8,Foreign country
Austria,'06,Total,15.4,Reporting country
Austria,'07,Females,27.6,Foreign country
Austria,'07,Females,17.3,Reporting country
Austria,'07,Males,21.5,Foreign country
Austria,'07,Males,11.9,Reporting country
Austria,'07,Total,24.7,Foreign country
Austria,'07,Total,14.7,Reporting country
Austria,'08,Females,38.3,Foreign country
Austria,'08,Females,18.5,Reporting country
Austria,'08,Males,38.6,Foreign country
Austria,'08,Males,13.9,Reporting country
Austria,'08,Total,38.4,Foreign country
Austria,'08,Total,16.3,Reporting country
Austria,'09,Females,28,EU-28
Austria,'09,Females,40.3,Extra-EU-28
Austria,'09,Females,35.5,Foreign country
Austria,'09,Females,17.3,Reporting country
Austria,'09,Males,27.9,EU-28
Austria,'09,Males,38.6,Extra-EU-28
Austria,'09,Males,35,Foreign country
Austria,'09,Males,13.4,Reporting country
Austria,'09,Total,28,EU-28
Austria,'09,Total,39.5,Extra-EU-28
Austria,'09,Total,35.2,Foreign country
Austria,'09,Total,15.4,Reporting country
Austria,'10,Females,26.8,EU-28
Austria,'10,Females,39.7,Extra-EU-28
Austria,'10,Females,34.4,Foreign country
Austria,'10,Females,16.9,Reporting country
Austria,'10,Males,26.3,EU-28
Austria,'10,Males,36.2,Extra-EU-28
Austria,'10,Males,32.8,Foreign country
Austria,'10,Males,12.8,Reporting country
Austria,'10,Total,26.6,EU-28
Austria,'10,Total,38,Extra-EU-28
Austria,'10,Total,33.7,Foreign country
Austria,'10,Total,14.9,Reporting country
Austria,'11,Females,29.7,EU-28
Austria,'11,Females,35.9,Extra-EU-28
Austria,'11,Females,33.4,Foreign country
Austria,'11,Females,17,Reporting country
Austria,'11,Males,19.2,EU-28
Austria,'11,Males,36.3,Extra-EU-28
Austria,'11,Males,30.8,Foreign country
Austria,'11,Males,13.9,Reporting country
Austria,'11,Total,25.4,EU-28
Austria,'11,Total,36.1,Extra-EU-28
Austria,'11,Total,32.2,Foreign country
Austria,'11,Total,15.5,Reporting country
Austria,'12,Females,30.2,EU-28
Austria,'12,Females,31.1,Extra-EU-28
Austria,'12,Females,30.7,Foreign country
Austria,'12,Females,16.9,Reporting country
Austria,'12,Males,28.9,EU-28
Austria,'12,Males,28.9,Extra-EU-28
Austria,'12,Males,28.9,Foreign country
Austria,'12,Males,13.5,Reporting country
Austria,'12,Total,29.7,EU-28
Austria,'12,Total,30,Extra-EU-28
Austria,'12,Total,29.9,Foreign country
Austria,'12,Total,15.2,Reporting country
Austria,'13,Females,29.2,EU-28
Austria,'13,Females,35.5,Extra-EU-28
Austria,'13,Females,32.9,Foreign country
Austria,'13,Females,16.2,Reporting country
Austria,'13,Males,25.4,EU-28
Austria,'13,Males,35.1,Extra-EU-28
Austria,'13,Males,31.4,Foreign country
Austria,'13,Males,13.1,Reporting country
